x1,y1,data_set_number,data_set
0.18908903,0,24,Testing
0.56721554,1,125,Testing
0.16541,0,90,Rand_Training_3
0.39877,0,125,Rand_Training_5
0.20627,0,34,LHS_Training_4
0.94919,1,38,LHS_Training_0
0.43355,0,97,LHS_Training_0
0.97826,1,42,LHS_Training_0
0.5115,1,66,LHS_Training_5
0.87189088,1,1463,Testing
0.0083215,0,74,selectiveSobolSampling_Train_XX
0.72098698,1,1137,Testing
0.83662438,1,327,Testing
0.63471,1,51,Rand_Training_5
0.44446,0,17,Rand_Training_1
0.82405028,1,231,Testing
0.23735813,0,1736,Testing
0.79751791,1,1807,Testing
0.0593711,0,23,LHS_Vald_4
0.402227,0,10,LHS_Vald_4
0.57084178,1,445,Testing
0.278023,0,17,LHS_Vald_2
0.52222,1,19,LHS_Training_0
0.64084,1,140,LHS_Training_5
0.756028,1,35,Rand_Vald_0
0.11883,0,18,selectiveSobolSampling_Train_XX
0.61312495,1,1325,Testing
0.83072576,1,1031,Testing
0.60942,1,5,selectiveSobolSampling_Train_XX
0.40018,0,2,LHS_Training_2
0.31700019,0,1074,Testing
0.39563075,0,1558,Testing
0.41365,0,40,regularSobol_Training_0
0.39842048,0,1814,Testing
0.23707,0,3,LHS_Training_1
0.86305,1,22,LHS_Training_3
0.36573297,0,1762,Testing
0.2058385,0,440,Testing
0.33774,0,46,Rand_Training_1
0.074784,0,2,regularSobol_Training_0
0.98174134,1,1259,Testing
0.067000134,0,1644,Testing
0.726171,1,65,LHS_Vald_4
0.641215,1,39,LHS_Vald_4
0.58921408,1,1053,Testing
0.3067933,0,140,selectiveSobolSampling_Vald_XX
0.62251,1,69,regularSobol_Training_0
0.7955495,1,367,Testing
0.13249,0,69,Rand_Training_5
0.8265294154,1,400007,selectiveSobolSampling_Vald_XX
0.69353701,1,129,Testing
0.4051,0,8,Rand_Training_3
0.2128289,0,760,Testing
0.3960865,0,534,Testing
0.73707314,1,721,Testing
0.614698,1,56,Rand_Vald_4
0.34775,0,110,LHS_Training_1
0.79645456,1,1903,Testing
0.0029224484,0,404,Testing
0.16102,0,13,LHS_Training_3
0.670071,1,7,LHS_Vald_2
0.68833,1,1,Testing
0.59173,1,5,Rand_Training_4
0.020034392,0,1972,Testing
0.16564,0,122,Rand_Training_4
0.52399809,1,101,Testing
0.17504,0,22,regularSobol_Training_0
0.030571,0,42,regularSobol_Training_0
0.52358052,1,1125,Testing
0.0966063,0,43,LHS_Vald_1
0.313,0,26,LHS_Training_3
0.83056,1,12,LHS_Training_2
0.41598,0,34,Rand_Vald_1
0.78059193,1,1215,Testing
0.68938836,1,1537,Testing
0.24548,0,85,Rand_Training_2
0.1439341,0,208,Testing
0.019441,0,78442,selectiveSobolSampling_Train_XX
0.137991,0,41,LHS_Vald_3
0.20198,0,14,Rand_Training_4
0.72216473,1,625,Testing
0.22926176,0,1576,Testing
0.57276,1,107,LHS_Training_3
0.58595125,1,1821,Testing
0.094027973,0,1692,Testing
0.14290705,0,1744,Testing
0.42541289,0,998,Testing
0.10781,0,114,regularSobol_Vald_0
0.3097968,0,730,Testing
0.36255,0,132,regularSobol_Vald_0
0.86312524,1,1911,Testing
0.332718,0,62,Rand_Vald_4
0.69017,1,64,LHS_Training_0
0.78012,1,108,Rand_Training_1
0.74789,1,72,LHS_Training_0
0.80332,1,99,Rand_Training_5
0.58332,1,45,LHS_Training_0
0.29630199,0,1402,Testing
0.70476,1,42,Rand_Training_5
0.635249,1,20,Rand_Vald_4
0.037619,0,109,LHS_Training_4
0.436732,0,51,Rand_Vald_2
0.16836,0,11,LHS_Training_2
0.40580167,0,1878,Testing
0.75791855,1,1183,Testing
0.23516,0,76,LHS_Training_2
0.96555476,1,315,Testing
0.33355835,0,146,Testing
0.753482,1,32,LHS_Vald_1
0.40363,0,53624,selectiveSobolSampling_Train_XX
0.16474,0,21,LHS_Training_1
0.95399848,1,251,Testing
0.0058475,0,10,regularSobol_Training_0
0.71078,1,113,Rand_Training_5
0.00999963,0,65,LHS_Vald_5
0.43116274,0,1702,Testing
0.68144677,1,745,Testing
0.68833,1,1,Testing
0.4150834,0,6,Testing
0.9786433,1,123,selectiveSobolSampling_Vald_XX
0.20116455,0,472,Testing
0.91319,1,70,LHS_Training_4
0.68158,1,32,Rand_Training_5
0.258997,0,45,LHS_Vald_3
0.34613,0,1,Rand_Training_3
0.94589,1,123,LHS_Training_5
0.95469,1,75,LHS_Vald_5
0.037287,0,51,LHS_Training_5
0.59329,1,10,Rand_Training_3
0.747677,1,45,Rand_Vald_3
0.0570937,0,46,Rand_Vald_3
0.80388,1,32,LHS_Training_4
0.0122026,0,60,Rand_Vald_2
0.056283,0,99,Rand_Training_0
0.70199,1,63,LHS_Training_2
0.94769319,1,795,Testing
0.6656,1,67,LHS_Training_1
0.88655169,1,611,Testing
0.82519,1,78,LHS_Training_5
0.84148469,1,1735,Testing
0.38227338,0,438,Testing
0.99796,1,126,Rand_Training_3
0.13227344,0,1008,Testing
0.96268,1,102,LHS_Training_1
0.16575639,0,1632,Testing
0.80236,1,55,LHS_Training_3
0.4518108,0,142,Testing
0.88581,1,54,LHS_Training_1
0.911531,1,66,LHS_Vald_5
0.47247,0,83,LHS_Training_3
0.77684052,1,1343,Testing
0.29063826,0,1530,Testing
0.46463,0,64,regularSobol_Training_0
0.55782927,1,533,Testing
0.98868,1,219,regularSobol_Training_5
0.063970689,0,492,Testing
0.15871,0,115,Rand_Training_5
0.4154,0,95,LHS_Training_4
0.23277081,0,936,Testing
0.47211,0,26,Rand_Training_0
0.31397087,0,946,Testing
0.46282884,0,174,Testing
0.82362508,1,1255,Testing
0.37651,0,49,Rand_Vald_1
0.43893,0,32,regularSobol_Training_0
0.79786,1,4,LHS_Training_0
0.29527483,0,890,Testing
0.74282,1,60,Rand_Training_2
0.76487,1,79,selectiveSobolSampling_Train_XX
0.73877,1,1617,Testing
0.84497,1,19,Rand_Training_2
0.34472387,0,194,Testing
0.68559544,1,1129,Testing
0.86746249,1,55,Testing
0.18717,0,93,LHS_Training_4
0.79299,1,6,LHS_Training_5
0.98849312,1,11,Testing
0.37653,0,216,regularSobol_Training_5
0.54202731,1,181,Testing
0.55713,1,81,LHS_Training_5
0.3406097,0,180,regularSobol_Vald_2
0.346584,0,9,LHS_Vald_3
0.12170175,0,508,Testing
0.92006,1,136,Rand_Training_4
0.49442531,0,734,Testing
0.491296,0,53,LHS_Vald_3
0.05087,0,104,LHS_Training_5
0.75417073,1,1375,Testing
0.57054601,1,1469,Testing
0.56017,1,20,LHS_Training_0
0.70337,1,2,LHS_Training_1
0.491719,0,16,Rand_Vald_2
0.383285,0,28,Rand_Vald_1
0.692446,1,28,LHS_Vald_3
0.93706658,1,1075,Testing
0.61562,1,40,LHS_Vald_2
0.61369,1,47,LHS_Training_3
0.49486,0,88,LHS_Training_5
0.753873,1,26,Rand_Vald_0
0.82811259,1,359,Testing
0.21406702,0,1016,Testing
0.90396803,1,1091,Testing
0.98961,1,36,Rand_Training_0
0.229833,0,70,LHS_Vald_4
0.27287681,0,746,Testing
0.82694222,1,1895,Testing
0.5225928,1,1701,Testing
0.81765,1,85,LHS_Training_0
0.76860768,1,1407,Testing
0.67732131,1,809,Testing
0.82937327,1,775,Testing
0.74750962,1,1041,Testing
0.901385,1,45,LHS_Vald_0
0.27384534,0,42,Testing
0.37371,0,67,LHS_Training_0
0.21965,0,41,LHS_Training_5
0.40983,0,76,LHS_Training_5
0.68881435,1,513,Testing
0.18241,0,42,LHS_Training_3
0.80884397,1,719,Testing
0.9196,1,31,Rand_Training_0
0.732845,1,47,LHS_Vald_5
0.41215687,0,710,Testing
0.49722,0,60,LHS_Training_2
0.90235,1,144,Rand_Training_5
0.025299835,0,116,Testing
0.1469472,0,1872,Testing
0.536112,1,12,Rand_Vald_4
0.39033827,0,1526,Testing
0.35873,0,121,Rand_Training_3
0.806438,1,11,LHS_Vald_0
0.393781,0,4,Rand_Vald_3
0.864421,1,2,LHS_Vald_5
0.14389,0,17,LHS_Training_5
0.14212,0,66,Rand_Training_2
0.65641,1,33,selectiveSobolSampling_Train_XX
0.75564411,1,1887,Testing
0.27003469,0,1514,Testing
0.97974,1,24,LHS_Training_3
0.88945798,1,1507,Testing
0.47723291,0,382,Testing
0.81906129,1,1831,Testing
0.27541666,0,1322,Testing
0.70897961,1,1313,Testing
0.52968666,1,229,Testing
0.19145635,0,920,Testing
0.66099,1,43,Rand_Training_2
0.1841755,0,896,Testing
0.47520871,0,1470,Testing
0.56987506,1,893,Testing
0.16039,0,31,LHS_Training_4
0.44229,0,13,LHS_Training_4
0.60357,1,97,Rand_Training_0
0.95385,1,65,LHS_Training_4
0.57707,1,66,Rand_Training_1
0.7160367,1,353,Testing
0.769928,1,10,LHS_Vald_3
0.44750829,0,1294,Testing
0.32809,0,84,regularSobol_Training_0
0.07156351,0,1452,Testing
0.11785905,0,124,Testing
0.75937289,1,1695,Testing
0.43697502,0,1574,Testing
0.65250804,1,1049,Testing
0.34022295,0,722,Testing
0.48523287,0,926,Testing
0.61651574,1,173,Testing
0.13547,0,52,Rand_Training_5
0.87294665,1,951,Testing
0.2289584,0,552,Testing
0.80417,1,31,regularSobol_Training_0
0.65485,1,96,LHS_Training_4
0.72499466,1,1521,Testing
0.502246,1,15,LHS_Vald_5
0.52213,1,50,LHS_Vald_1
0.47072597,0,62,Testing
0.500833,1,11,LHS_Vald_3
0.27106,0,49,LHS_Vald_5
0.69975,1,14,LHS_Training_1
0.062381507,0,388,Testing
0.78502,1,128,LHS_Training_3
0.64184867,1,985,Testing
0.94596729,1,539,Testing
0.78994687,1,1519,Testing
0.037282627,0,356,Testing
0.178021446,0,400022,selectiveSobolSampling_Vald_XX
0.147841,0,17,Rand_Vald_1
0.0715276,0,30,LHS_Vald_4
0.86336731,1,503,Testing
0.46566,0,72,Rand_Training_3
0.90172221,1,1219,Testing
0.72684,1,57,LHS_Training_3
0.024282411,0,1652,Testing
0.17873973,0,1088,Testing
0.19248,0,17,Rand_Training_5
0.70206036,1,1217,Testing
0.38403343,0,1398,Testing
0.95559979,1,1531,Testing
0.26739,0,90,Rand_Training_5
0.027077,0,170,regularSobol_Training_2
0.30926,0,112,Rand_Training_3
0.7785617,1,447,Testing
0.85053851,1,599,Testing
0.406358,0,60,LHS_Vald_3
0.69366,1,149,LHS_Training_5
0.22119,0,3,Rand_Training_4
0.27985,0,34,LHS_Training_1
0.27862,0,14,Rand_Training_3
0.48339,0,48,regularSobol_Training_0
0.0843516,0,27,LHS_Vald_1
0.49682039,0,606,Testing
0.19563192,0,600,Testing
0.58564757,1,477,Testing
0.63680169,1,1721,Testing
0.44927,0,96,regularSobol_Training_0
0.49926,0,92624,selectiveSobolSampling_Train_XX
0.193911,0,11,LHS_Vald_2
0.585247,1,1,LHS_Vald_1
0.92470443,1,1011,Testing
0.63296,1,45,Rand_Training_1
0.24442573,0,136,Testing
0.99796,1,27,regularSobol_Training_0
0.83165184,1,519,Testing
0.62294635,1,493,Testing
0.83386173,1,1671,Testing
0.105661,0,59,LHS_Vald_2
0.45377,0,24,Rand_Training_0
0.996992,1,7,Rand_Vald_3
0.13473359,0,816,Testing
0.19415,0,55,Rand_Training_0
0.55810572,1,1557,Testing
0.74732,1,120,LHS_Training_3
0.71703,1,31,Rand_Training_5
0.29724,0,3,Rand_Training_2
0.37535,0,119,LHS_Training_2
0.09625,0,28,Rand_Training_5
0.62028,1,50,LHS_Training_4
0.42643,0,200,regularSobol_Training_4
0.17504,0,22,selectiveSobolSampling_Train_XX
0.04763,0,26,regularSobol_Training_0
0.35877,0,142,LHS_Training_5
0.95299427,1,155,Testing
0.81551241,1,1191,Testing
0.45123655,0,1166,Testing
0.29573,0,55,LHS_Training_5
0.23586,0,19,Rand_Training_0
0.8705113423,1,400023,selectiveSobolSampling_Vald_XX
0.74444,1,58,Rand_Training_1
0.73552586,1,1489,Testing
0.4366,0,2,Rand_Training_1
0.726092,1,67,Rand_Vald_5
0.35820735,0,1026,Testing
0.6610038,1,161,regularSobol_Vald_1
0.256099,0,39,Rand_Vald_1
0.31139,0,12,regularSobol_Training_0
0.66073735,1,1929,Testing
0.506491,1,28,Rand_Vald_4
0.022001,0,79,Rand_Training_3
0.80733208,1,591,Testing
0.44977,0,27,Rand_Training_1
0.28671,0,92,LHS_Training_2
0.46114,0,58,Rand_Training_0
0.66909,1,83,Rand_Training_1
0.371708,0,34,Rand_Vald_5
0.11253,0,75,Rand_Training_4
0.44668162,0,1550,Testing
0.75531047,1,863,Testing
0.037700234,0,1380,Testing
0.31883,0,148,regularSobol_Vald_0
0.27671,0,15,Rand_Training_4
0.67560155,1,1961,Testing
0.45426065,0,1262,Testing
0.540955,1,16,Rand_Vald_1
0.62477,1,43,Rand_Training_1
0.24492,0,3,Rand_Training_0
0.054264081,0,452,Testing
0.16028,0,61,Rand_Training_4
0.525603,1,9,LHS_Vald_2
0.33964,0,117,LHS_Training_4
0.87856204,1,547,Testing
0.17319,0,130,Rand_Training_3
0.2012,0,36,Rand_Training_5
0.424106,0,45,Rand_Vald_2
0.068049926,0,108,Testing
0.78415726,1,175,Testing
0.92584773,1,883,Testing
0.18805,0,129,LHS_Training_3
0.19121061,0,1304,Testing
0.88744,1,76,Rand_Training_0
0.318329,0,40,Rand_Vald_1
0.443736,0,2,Rand_Vald_3
0.943024,1,44,Rand_Vald_4
0.62645882,1,377,Testing
0.026999,0,124,Rand_Training_4
0.20975,0,66,Rand_Training_0
0.8534717,1,151,Testing
0.61043,1,12,LHS_Vald_4
0.11199094,0,1340,Testing
0.88076245,1,1699,Testing
0.5586760804,1,400013,selectiveSobolSampling_Vald_XX
0.95898003,1,1915,Testing
0.0075093,0,4,LHS_Vald_4
0.395113,0,54,Rand_Vald_2
0.98824357,1,1675,Testing
0.1141,0,82,selectiveSobolSampling_Train_XX
0.039183762,0,1444,Testing
0.3202850511,0,400020,selectiveSobolSampling_Vald_XX
0.08202,0,71,Rand_Training_2
0.68833,1,1,Testing
0.34322,0,80,Rand_Training_0
0.0230946,0,35,Rand_Vald_1
0.3723,0,25,LHS_Training_3
0.82901,1,89,LHS_Training_1
0.64884,1,113,regularSobol_Vald_0
0.83146,1,78,LHS_Training_0
0.50393,1,79,Rand_Training_1
0.7485,1,24,Rand_Training_3
0.73162,1,60,LHS_Training_3
0.41363033,0,198,Testing
0.20257,0,14,regularSobol_Training_0
0.35647,0,36,selectiveSobolSampling_Train_XX
0.625836,1,21,LHS_Vald_0
0.458862,0,50,LHS_Vald_3
0.91225,1,21,Rand_Training_3
0.13089,0,6,selectiveSobolSampling_Train_XX
0.87786,1,57,LHS_Training_2
0.73019933,1,1585,Testing
0.972093,1,54,Rand_Vald_4
0.7565598,1,143,selectiveSobolSampling_Vald_XX
0.82071,1,7,Rand_Training_1
0.50343653,1,389,Testing
0.46623,0,39,LHS_Training_0
0.010314628,0,468,Testing
0.368681,0,18,Rand_Vald_2
0.50001,1,85597,selectiveSobolSampling_Train_XX
0.49289,0,29,LHS_Training_0
0.76487,1,79,regularSobol_Training_0
0.76243,1,47,LHS_Training_0
0.40926489,0,1350,Testing
0.57694215,1,1341,Testing
0.61746231,1,621,Testing
0.72835311,1,817,Testing
0.68833,1,1,Testing
0.73822,1,9,regularSobol_Training_0
0.56607,1,108,Rand_Training_5
0.16860265,0,480,Testing
0.94369,1,22,LHS_Training_1
0.31238145,0,986,Testing
0.302473,0,2,LHS_Vald_3
0.89075,1,55,Rand_Training_4
0.487251,0,40,Rand_Vald_2
0.37139,0,121,LHS_Training_5
0.64557,1,49,regularSobol_Training_0
0.095205571,0,156,Testing
0.33525041,0,402,Testing
0.687067,1,1641,Testing
0.11361,0,29,LHS_Training_1
0.72219,1,66,LHS_Training_1
0.44465749,0,718,Testing
0.93923,1,14,LHS_Training_2
0.71636654,1,1377,Testing
0.74617,1,22,Rand_Training_4
0.23096006,0,680,Testing
0.28467121,0,186,Testing
0.60422,1,37,regularSobol_Training_0
0.25292215,0,970,Testing
0.8178,1,59,LHS_Training_3
0.618897,1,64,LHS_Vald_3
0.35067,0,36,LHS_Vald_0
0.828,1,135,regularSobol_Vald_0
0.49933064,0,1374,Testing
0.36467088,0,482,Testing
0.77399791,1,575,Testing
0.26796,0,2,Rand_Training_4
0.58103,1,117,regularSobol_Vald_0
0.57255,1,80,LHS_Training_5
0.049628,0,40,Rand_Training_1
0.93449,1,74,Rand_Training_4
0.663,1,26,Rand_Training_3
0.81279317,1,1959,Testing
0.094414,0,127,LHS_Training_3
0.164045,0,42,Rand_Vald_4
0.33622764,0,850,Testing
0.9741664,1,171,Testing
0.62146,1,18,LHS_Training_5
0.89638,1,13,Rand_Training_5
0.16692,0,75,LHS_Training_3
0.48335,0,28,Rand_Training_0
0.0005266032458,0,400010,selectiveSobolSampling_Vald_XX
0.30693537,0,90,Testing
0.084132,0,34,selectiveSobolSampling_Train_XX
0.16567,0,100,Rand_Training_4
0.1315,0,96,LHS_Training_1
0.36337,0,82,Rand_Training_1
0.87354,1,65,LHS_Training_0
0.97927,1,26,LHS_Training_5
0.44851,0,23,Rand_Training_5
0.12501782,0,368,Testing
0.5642294,1,149,selectiveSobolSampling_Vald_XX
0.46463,0,64,selectiveSobolSampling_Train_XX
0.9491685,1,283,Testing
0.370724,0,52,LHS_Vald_3
0.64027,1,17,regularSobol_Training_0
0.95021834,1,411,Testing
0.0482678,0,23,Rand_Vald_1
0.90078876,1,707,Testing
0.37546,0,85,Rand_Training_3
0.23145314,0,168,Testing
0.408359,0,44,LHS_Vald_5
0.53285014,1,501,Testing
0.50937306,1,1221,Testing
0.088013295,0,1036,Testing
0.908415,1,2,LHS_Vald_2
0.21962,0,15,LHS_Training_3
0.16559,0,54,selectiveSobolSampling_Train_XX
0.98842,1,70,LHS_Training_0
0.92898596,1,115,Testing
0.68833,1,1,Testing
0.83712306,1,839,Testing
0.382309,0,30,LHS_Vald_0
0.5627735561,1,400021,selectiveSobolSampling_Vald_XX
0.814174,1,46,LHS_Vald_1
0.24884935,0,1288,Testing
0.075112792,0,1580,Testing
0.064383,0,66,regularSobol_Training_0
0.541315,1,24,Rand_Vald_5
0.40488,0,46,LHS_Training_1
0.91179286,1,979,Testing
0.13781,0,74,LHS_Training_1
0.241029,0,19,LHS_Vald_5
0.99701672,1,1099,Testing
0.48803,0,97,LHS_Training_5
0.6124,1,12,Rand_Training_3
0.85909724,1,1047,Testing
0.32863,0,114,LHS_Training_2
0.395568,0,3,LHS_Vald_1
0.063832,0,43,Rand_Training_3
0.2320481,0,126,selectiveSobolSampling_Vald_XX
0.95852,1,44,Rand_Training_1
0.15244,0,48,LHS_Training_2
0.31657499,0,50,Testing
0.24572,0,120,LHS_Training_5
0.51206,1,29,selectiveSobolSampling_Train_XX
0.66926,1,97,regularSobol_Training_0
0.775466,1,35,Rand_Vald_4
0.48801266,0,158,Testing
0.30044,0,76,regularSobol_Training_0
0.69405,1,104,Rand_Training_1
0.837689,1,8,Rand_Vald_1
0.0071552689,0,532,Testing
0.88536,1,15,LHS_Training_5
0.0083557,0,21,Rand_Training_4
0.42215,0,4,LHS_Training_2
0.92421,1,147,Rand_Training_5
0.376557,0,22,LHS_Vald_5
0.96239,1,8,Rand_Training_5
0.34402755,0,1218,Testing
0.3013,0,103,LHS_Training_4
0.69913,1,132,Rand_Training_4
0.19983,0,79,LHS_Training_3
0.0034059957,0,916,Testing
0.93833289,1,603,Testing
0.54645474,1,1333,Testing
0.36785923,0,546,Testing
0.75221,1,15,selectiveSobolSampling_Train_XX
0.98974,1,106,Rand_Training_3
0.059796388,0,132,Testing
0.0069004,0,89,LHS_Training_5
0.652957,1,19,LHS_Vald_3
0.6692,1,39,Rand_Training_4
0.61970415,1,877,Testing
0.51270282,1,325,Testing
0.083224,0,10,LHS_Training_1
0.072910512,0,684,Testing
0.13319,0,77,LHS_Training_2
0.70411,1,121,regularSobol_Vald_0
0.33315,0,140,Rand_Training_4
0.02120463,0,436,Testing
0.74204031,1,1361,Testing
0.39236,0,70,LHS_Training_1
0.65742,1,78,LHS_Training_4
0.6424745,1,177,regularSobol_Vald_2
0.84351378,1,967,Testing
0.31368299,0,1970,Testing
0.2853,0,23,Rand_Training_2
0.68626097,1,105,Testing
0.045414,0,186,regularSobol_Training_3
0.75911,1,44,LHS_Training_2
0.16592,0,112,LHS_Training_5
0.85840092,1,23,Testing
0.92011,1,51,selectiveSobolSampling_Train_XX
0.41908632,0,390,Testing
0.97541269,1,939,Testing
0.39451,0,24,LHS_Training_5
0.894678,1,22,Rand_Vald_2
0.66613,1,116,Rand_Training_5
0.27149,0,27,LHS_Training_1
0.40272721,0,86,Testing
0.19618301,0,1624,Testing
0.69014908,1,1281,Testing
0.78463,1,77,LHS_Training_4
0.93220627,1,947,Testing
0.59591,1,4,Rand_Training_1
0.52947,1,118,LHS_Training_4
0.89897,1,63,LHS_Training_4
0.77738203,1,1983,Testing
0.37568368,0,1846,Testing
0.9167642,1,179,regularSobol_Vald_2
0.91482093,1,1043,Testing
0.62856233,1,121,Testing
0.20079,0,116,LHS_Training_5
0.85361672,1,1943,Testing
0.450034,0,31,LHS_Vald_5
0.29315466,0,1658,Testing
0.73541,1,86,LHS_Training_5
0.46809,0,4,LHS_Training_1
0.39313,0,92,Rand_Training_5
0.012188676,0,340,Testing
0.3761673,0,1334,Testing
0.336172,0,33,Rand_Vald_0
0.68833,1,1,Testing
0.94611,1,11,selectiveSobolSampling_Train_XX
0.87539,1,126,Rand_Training_5
0.11721615,0,1148,Testing
0.527858,1,22,Rand_Vald_5
0.4404064,0,334,Testing
0.2115666,0,110,selectiveSobolSampling_Vald_XX
0.28558,0,44,regularSobol_Training_0
0.015219872,0,1620,Testing
0.3188254,0,148,selectiveSobolSampling_Vald_XX
0.35555404,0,1282,Testing
0.77168,1,87,Rand_Training_1
0.51926591,1,805,Testing
0.5708,1,114,Rand_Training_4
0.60503,1,109,Rand_Training_3
0.287696,0,27,LHS_Vald_3
0.44259813,0,1998,Testing
0.073409247,0,172,Testing
0.37170217,0,930,Testing
0.1519968,0,1168,Testing
0.90521524,1,1859,Testing
0.9232,1,60,LHS_Training_0
0.63335177,1,825,Testing
0.49843515,0,862,Testing
0.49965,0,36304,selectiveSobolSampling_Train_XX
0.296766,0,26,LHS_Vald_5
0.095843861,0,924,Testing
0.90833,1,71,LHS_Training_2
0.59873,1,52,LHS_Training_3
0.15979673,0,800,Testing
0.63321,1,23,LHS_Training_4
0.66633,1,83,LHS_Training_0
0.26272,0,37,LHS_Training_1
0.72794,1,28,LHS_Training_0
0.94234179,1,987,Testing
0.72791643,1,1841,Testing
0.66935495,1,1481,Testing
0.267151,0,42,LHS_Vald_0
0.90946,1,115,regularSobol_Vald_0
0.66382268,1,1161,Testing
0.48858,0,16,selectiveSobolSampling_Train_XX
0.72717,1,100,LHS_Training_2
0.71106957,1,1761,Testing
0.54289,1,17,LHS_Training_4
0.077166116,0,300,Testing
0.4932397,0,478,Testing
0.39438,0,11,Rand_Training_0
0.56841882,1,381,Testing
0.52587,1,47,Rand_Vald_1
0.49560521,0,1246,Testing
0.93881442,1,91,Testing
0.34719,0,103,Rand_Training_2
0.448104,0,16,LHS_Vald_4
0.71052162,1,33,Testing
0.15054242,0,1680,Testing
0.65209,1,123,Rand_Training_4
0.010101,0,84,LHS_Training_1
0.93063542,1,1715,Testing
0.83156,1,115,LHS_Training_4
0.23616674,0,1992,Testing
0.074576725,0,556,Testing
0.2242,0,95,Rand_Training_3
0.0016152735,0,660,Testing
0.33592384,0,1426,Testing
0.73304548,1,433,Testing
0.79154942,1,239,Testing
0.41575656,0,1030,Testing
0.51458376,1,1605,Testing
0.21419,0,94,Rand_Training_5
0.17069278,0,1248,Testing
0.611675,1,43,Rand_Vald_5
0.30481519,0,1370,Testing
0.20632009,0,952,Testing
0.23095,0,81,LHS_Training_0
0.70490136,1,1185,Testing
0.463326,0,38,Rand_Vald_1
0.378293,0,24,LHS_Vald_2
0.99328,1,155,regularSobol_Training_1
0.24843532,0,264,Testing
0.4895527,0,30,Testing
0.89692,1,99,regularSobol_Training_0
0.63697,1,41,LHS_Training_3
0.35178069,0,1154,Testing
0.12788,0,134,regularSobol_Vald_0
0.85728105,1,279,Testing
0.597067,1,48,Rand_Vald_5
0.79202712,1,751,Testing
0.40955,0,168,regularSobol_Training_2
0.22953,0,85,Rand_Training_5
0.819875,1,295,Testing
0.60347129,1,717,Testing
0.59512,1,15,LHS_Training_4
0.31010757,0,1754,Testing
0.22798,0,67,LHS_Training_3
0.73214,1,169,regularSobol_Training_2
0.72244525,1,1649,Testing
0.656456,1,35,LHS_Vald_5
0.13423,0,94,Rand_Training_2
0.64593384,1,601,Testing
0.63607,1,145,regularSobol_Vald_0
0.00042325,0,62,Rand_Training_4
0.20705,0,46,LHS_Training_5
0.12616688,0,1904,Testing
0.835134,1,12,LHS_Vald_3
0.90124,1,22,Rand_Training_2
0.22672,0,93,LHS_Training_5
0.21289512,0,1528,Testing
0.218727,0,7,LHS_Vald_4
0.3620687205,0,400004,selectiveSobolSampling_Vald_XX
0.32340943,0,754,Testing
0.5011,1,93,selectiveSobolSampling_Train_XX
0.0061457,0,57,Rand_Vald_3
0.2977562,0,282,Testing
0.17394129,0,960,Testing
0.45697796,0,1518,Testing
0.88562577,1,1123,Testing
0.1422,0,7,LHS_Training_4
0.43946,0,101,Rand_Training_4
0.50084556,1,645,Testing
0.74966661,1,1297,Testing
0.29226161,0,1274,Testing
0.4375,0,14,LHS_Vald_2
0.083864,0,54,Rand_Training_1
0.681021,1,54,Rand_Vald_1
0.856167,1,54,LHS_Vald_4
0.445923,0,31,Rand_Vald_2
0.89164,1,31,LHS_Training_3
0.969953,1,20,LHS_Vald_0
0.041204,0,77,Rand_Training_2
0.38027,0,88,selectiveSobolSampling_Train_XX
0.38812027,0,1270,Testing
0.2860976,0,570,Testing
0.63115,1,75,Rand_Training_3
0.968585,1,22,LHS_Vald_3
0.50382,1,19,Rand_Training_3
0.70153571,1,193,Testing
0.018808131,0,308,Testing
0.29348454,0,634,Testing
0.58871521,1,1565,Testing
0.27875064,0,1962,Testing
0.97216503,1,43,Testing
0.6063777,1,1357,Testing
0.0051118,0,37,LHS_Training_5
0.21325,0,105,LHS_Training_4
0.74914199,1,273,Testing
0.28359,0,50,LHS_Training_1
0.15655226,0,1056,Testing
0.48653,0,139,LHS_Training_5
0.55884367,1,149,Testing
0.397561,0,50,LHS_Vald_2
0.29055,0,107,Rand_Training_3
0.38852285,0,246,Testing
0.756596,1,18,LHS_Vald_5
0.091681439,0,652,Testing
0.41669,0,130,Rand_Training_4
0.47013,0,25,LHS_Vald_2
0.56336,1,35,LHS_Training_3
0.35325605,0,1666,Testing
0.58121919,1,1117,Testing
0.62799956,1,1145,Testing
0.35437967,0,1410,Testing
0.81145,1,130,LHS_Training_4
0.52806708,1,485,Testing
0.065280875,0,748,Testing
0.15143783,0,144,Testing
0.84703921,1,471,Testing
0.79418,1,36,LHS_Training_4
0.313205,0,52,Rand_Vald_4
0.91008885,1,1875,Testing
0.0086815392,0,1236,Testing
0.89981,1,67,LHS_Training_5
0.26205,0,49,LHS_Training_5
0.050972,0,154,regularSobol_Training_1
0.56472,1,95,Rand_Training_5
0.819504,1,13,Rand_Vald_5
0.810703,1,35,LHS_Vald_3
0.50408,1,41693,selectiveSobolSampling_Train_XX
0.71872,1,19,Rand_Training_5
0.158564,0,10,LHS_Vald_2
0.10545,0,34546,selectiveSobolSampling_Train_XX
0.91073717,1,1491,Testing
0.83897,1,8,LHS_Training_2
0.48012,0,41,LHS_Training_4
0.28092761,0,1706,Testing
0.37882346,0,1078,Testing
0.758173,1,5,LHS_Vald_3
0.55042,1,75,Rand_Training_5
0.32783209,0,1906,Testing
